"","data1.enrolled_at","data1.purchased_statement_at","data1.gender","data1.age_range","data1.highest_education_level","data1.employment_status","data1.employment_area"
"485",1,0,0,"middle age","ordinary","in work","traditional industries"
"486",1,0,1,"young people","ordinary","in work","traditional industries"
"487",1,0,1,"middle age","medium","in work","traditional industries"
"488",1,0,0,"old age","medium","retired","traditional industries"
"489",1,0,0,"prime of life","medium","no job","traditional industries"
"490",1,0,0,"middle age","medium","in work","traditional industries"
"491",1,0,1,"old age","medium","in work","Non-traditional industries"
"492",1,0,1,"middle age","medium","no job","traditional industries"
"493",1,0,0,"prime of life","high","no job","traditional industries"
"494",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"495",1,0,0,"prime of life","high","in work","traditional industries"
"496",1,0,0,"old age","medium","retired","traditional industries"
"497",1,0,1,"prime of life","medium","in work","traditional industries"
"498",1,0,1,"middle age","medium","no job","Non-traditional industries"
"499",1,0,0,"middle age","medium","in work","traditional industries"
"500",1,0,0,"young people","medium","no job","traditional industries"
"501",1,0,1,"middle age","medium","in work","Non-traditional industries"
"502",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"503",1,0,1,"middle age","high","retired","traditional industries"
"504",1,0,1,"old age","medium","in work","traditional industries"
"505",1,0,1,"prime of life","medium","in work","traditional industries"
"506",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"507",1,1,1,"middle age","high","in work","traditional industries"
"508",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"509",1,0,1,"middle age","medium","in work","traditional industries"
"510",1,0,0,"middle age","medium","in work","Non-traditional industries"
"511",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"512",1,0,1,"middle age","medium","in work","Non-traditional industries"
"513",1,0,1,"prime of life","high","in work","traditional industries"
"514",1,0,1,"middle age","high","in work","traditional industries"
"515",1,0,0,"middle age","high","in work","traditional industries"
"516",1,0,0,"middle age","medium","no job","traditional industries"
"517",1,0,1,"prime of life","high","in work","traditional industries"
"518",1,0,0,"middle age","medium","in work","traditional industries"
"519",1,0,0,"middle age","high","in work","traditional industries"
"520",1,0,1,"prime of life","ordinary","in work","traditional industries"
"521",1,0,0,"prime of life","high","in work","traditional industries"
"522",1,0,1,"old age","medium","retired","traditional industries"
"523",1,1,1,"middle age","medium","in work","traditional industries"
"524",1,1,0,"old age","medium","in work","traditional industries"
"525",1,0,1,"prime of life","ordinary","in work","traditional industries"
"526",1,0,1,"young people","ordinary","no job","traditional industries"
"527",1,0,1,"middle age","medium","in work","traditional industries"
"528",1,0,0,"old age","medium","retired","Non-traditional industries"
"529",1,0,0,"middle age","medium","retired","traditional industries"
"530",1,0,1,"prime of life","high","in work","traditional industries"
"531",1,0,0,"prime of life","medium","in work","traditional industries"
"532",1,0,1,"middle age","ordinary","no job","Non-traditional industries"
"533",1,0,1,"prime of life","medium","in work","traditional industries"
"534",1,0,0,"old age","high","in work","traditional industries"
"535",1,0,0,"prime of life","medium","in work","traditional industries"
"536",1,1,1,"middle age","medium","in work","Non-traditional industries"
"537",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"538",1,0,1,"middle age","high","no job","Non-traditional industries"
"539",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"540",1,0,0,"middle age","medium","in work","Non-traditional industries"
"541",1,0,0,"prime of life","medium","in work","traditional industries"
"542",1,0,1,"prime of life","medium","in work","traditional industries"
"543",1,0,0,"middle age","high","in work","traditional industries"
"544",1,0,0,"middle age","medium","in work","traditional industries"
"545",1,0,1,"middle age","medium","in work","traditional industries"
"546",1,0,1,"young people","high","in work","Non-traditional industries"
"547",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"548",1,0,1,"prime of life","medium","in work","traditional industries"
"549",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"550",1,0,1,"prime of life","ordinary","no job","traditional industries"
"551",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"552",1,0,1,"middle age","medium","in work","Non-traditional industries"
"553",1,0,0,"middle age","medium","no job","traditional industries"
"554",1,0,1,"middle age","ordinary","no job","traditional industries"
"555",1,0,0,"prime of life","medium","in work","traditional industries"
"556",1,0,1,"prime of life","high","in work","traditional industries"
"557",1,0,0,"young people","medium","in work","traditional industries"
"558",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"559",1,0,1,"prime of life","medium","in work","traditional industries"
"560",1,0,0,"prime of life","high","in work","traditional industries"
"561",1,0,1,"young people","ordinary","no job","traditional industries"
"562",1,0,0,"prime of life","medium","in work","traditional industries"
"563",1,0,0,"old age","high","retired","traditional industries"
"564",1,0,1,"prime of life","medium","in work","traditional industries"
"565",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"566",1,0,0,"prime of life","high","in work","Non-traditional industries"
"567",1,0,1,"prime of life","ordinary","in work","Non-traditional industries"
"568",1,0,1,"old age","ordinary","retired","traditional industries"
"569",1,0,0,"young people","ordinary","no job","traditional industries"
"570",1,0,1,"prime of life","ordinary","in work","traditional industries"
"571",1,0,0,"old age","high","in work","traditional industries"
"572",1,0,1,"middle age","ordinary","no job","traditional industries"
"573",1,0,1,"old age","high","retired","traditional industries"
"574",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"575",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"576",1,0,0,"middle age","medium","in work","traditional industries"
"577",1,0,1,"prime of life","high","in work","traditional industries"
"578",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"579",1,0,0,"prime of life","medium","in work","traditional industries"
"580",1,0,1,"middle age","medium","in work","traditional industries"
"581",1,0,1,"prime of life","medium","no job","traditional industries"
"582",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"583",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"584",1,0,1,"young people","high","no job","traditional industries"
"585",1,0,0,"middle age","medium","in work","traditional industries"
"586",1,0,0,"old age","medium","retired","traditional industries"
"587",1,0,0,"middle age","medium","in work","traditional industries"
"588",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"589",1,0,0,"middle age","medium","retired","Non-traditional industries"
"590",1,0,1,"middle age","medium","retired","Non-traditional industries"
"591",1,0,1,"prime of life","high","in work","traditional industries"
"592",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"593",1,0,0,"middle age","medium","in work","traditional industries"
"594",1,0,1,"prime of life","high","in work","traditional industries"
"595",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"596",1,0,1,"middle age","medium","in work","Non-traditional industries"
"597",1,0,1,"middle age","high","retired","traditional industries"
"598",1,0,0,"middle age","medium","no job","Non-traditional industries"
"599",1,0,0,"prime of life","medium","in work","traditional industries"
"600",1,0,0,"prime of life","ordinary","no job","traditional industries"
"601",1,0,1,"prime of life","medium","in work","traditional industries"
"602",1,0,1,"middle age","medium","in work","traditional industries"
"603",1,0,1,"middle age","high","in work","traditional industries"
"604",1,0,1,"middle age","medium","in work","traditional industries"
"605",1,0,0,"middle age","medium","in work","traditional industries"
"606",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"607",1,0,1,"old age","medium","retired","traditional industries"
"608",1,0,0,"middle age","medium","no job","traditional industries"
"609",1,0,1,"prime of life","medium","in work","traditional industries"
"610",1,0,0,"young people","ordinary","no job","traditional industries"
"611",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"612",1,0,1,"prime of life","high","no job","traditional industries"
"613",1,0,0,"middle age","high","in work","traditional industries"
"614",1,0,1,"old age","medium","in work","traditional industries"
"615",1,0,1,"prime of life","high","in work","traditional industries"
"616",1,0,0,"prime of life","medium","in work","traditional industries"
"617",1,0,0,"middle age","high","in work","traditional industries"
"618",1,0,1,"middle age","medium","in work","Non-traditional industries"
"619",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"620",1,0,1,"middle age","medium","in work","traditional industries"
"621",1,0,1,"middle age","medium","in work","Non-traditional industries"
"622",1,0,0,"prime of life","medium","no job","traditional industries"
"623",1,1,1,"middle age","high","in work","Non-traditional industries"
"624",1,0,0,"young people","high","no job","traditional industries"
"625",1,0,0,"young people","ordinary","no job","traditional industries"
"626",1,0,0,"middle age","medium","no job","traditional industries"
"627",1,0,0,"prime of life","medium","in work","traditional industries"
"628",1,0,0,"middle age","high","in work","traditional industries"
"629",1,0,1,"prime of life","ordinary","in work","traditional industries"
"630",1,0,0,"young people","ordinary","no job","traditional industries"
"631",1,0,1,"young people","high","in work","traditional industries"
"632",1,0,0,"middle age","medium","no job","Non-traditional industries"
"633",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"634",1,0,0,"prime of life","medium","in work","traditional industries"
"635",1,0,1,"old age","high","retired","traditional industries"
"636",1,0,0,"prime of life","medium","in work","traditional industries"
"637",1,0,0,"old age","medium","retired","traditional industries"
"638",1,0,0,"middle age","high","retired","traditional industries"
"639",1,0,1,"prime of life","medium","no job","traditional industries"
"640",1,0,1,"prime of life","high","in work","traditional industries"
"641",1,0,0,"middle age","medium","no job","traditional industries"
"642",1,0,0,"young people","medium","in work","traditional industries"
"643",1,0,0,"prime of life","high","in work","Non-traditional industries"
"644",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"645",1,0,1,"old age","ordinary","retired","traditional industries"
"646",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"647",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"648",1,0,1,"middle age","ordinary","in work","Non-traditional industries"
"649",1,0,1,"middle age","ordinary","retired","Non-traditional industries"
"650",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"651",1,0,1,"middle age","medium","retired","traditional industries"
"652",1,0,1,"middle age","high","in work","Non-traditional industries"
"653",1,0,1,"old age","high","retired","traditional industries"
"654",1,0,0,"young people","ordinary","in work","traditional industries"
"655",1,0,1,"young people","medium","in work","traditional industries"
"656",1,0,1,"prime of life","high","no job","traditional industries"
"657",1,0,1,"prime of life","high","no job","Non-traditional industries"
"658",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"659",1,0,1,"prime of life","medium","in work","traditional industries"
"660",1,0,1,"prime of life","medium","in work","traditional industries"
"661",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"662",1,0,1,"middle age","medium","in work","traditional industries"
"663",1,0,1,"middle age","high","retired","Non-traditional industries"
"664",1,0,0,"prime of life","medium","in work","traditional industries"
"665",1,0,0,"middle age","medium","in work","traditional industries"
"666",1,1,0,"middle age","medium","in work","traditional industries"
"667",1,0,0,"prime of life","medium","in work","traditional industries"
"668",1,0,0,"old age","high","in work","traditional industries"
"669",1,0,1,"prime of life","medium","no job","traditional industries"
"670",1,0,1,"middle age","medium","in work","Non-traditional industries"
"671",1,0,0,"old age","high","in work","traditional industries"
"672",1,0,0,"prime of life","medium","no job","traditional industries"
"673",1,0,0,"middle age","high","in work","Non-traditional industries"
"674",1,0,0,"old age","medium","in work","traditional industries"
"675",1,0,0,"prime of life","medium","in work","traditional industries"
"676",1,0,1,"middle age","high","in work","traditional industries"
"677",1,0,0,"young people","ordinary","no job","traditional industries"
"678",1,0,1,"old age","medium","in work","traditional industries"
"679",1,0,0,"prime of life","medium","in work","traditional industries"
"680",1,0,0,"young people","high","no job","traditional industries"
"681",1,0,1,"middle age","medium","in work","traditional industries"
"682",1,0,1,"middle age","ordinary","retired","traditional industries"
"683",1,0,1,"prime of life","medium","in work","traditional industries"
"684",1,0,1,"middle age","ordinary","in work","traditional industries"
"685",1,0,1,"prime of life","medium","in work","traditional industries"
"686",1,0,1,"young people","ordinary","no job","traditional industries"
"687",1,0,0,"middle age","medium","in work","traditional industries"
"688",1,0,0,"prime of life","high","no job","Non-traditional industries"
"689",1,0,1,"middle age","medium","in work","traditional industries"
"690",1,0,0,"prime of life","medium","in work","traditional industries"
"691",1,0,0,"middle age","medium","in work","traditional industries"
"692",1,0,1,"middle age","medium","in work","traditional industries"
"693",1,0,1,"old age","medium","retired","traditional industries"
"694",1,0,0,"middle age","medium","in work","traditional industries"
"695",1,0,0,"old age","medium","retired","traditional industries"
"696",1,0,1,"middle age","ordinary","in work","traditional industries"
"697",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"698",1,0,1,"middle age","medium","retired","Non-traditional industries"
"699",1,0,0,"prime of life","medium","no job","traditional industries"
"700",1,0,1,"young people","medium","no job","traditional industries"
"701",1,0,1,"middle age","high","no job","Non-traditional industries"
"702",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"703",1,0,0,"prime of life","medium","in work","traditional industries"
"704",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"705",1,0,0,"middle age","ordinary","in work","Non-traditional industries"
"706",1,0,1,"middle age","medium","no job","traditional industries"
"707",1,0,1,"middle age","high","in work","traditional industries"
"708",1,0,0,"young people","medium","in work","Non-traditional industries"
"709",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"710",1,0,0,"prime of life","medium","no job","traditional industries"
"711",1,0,0,"prime of life","high","in work","traditional industries"
"712",1,0,0,"middle age","medium","in work","traditional industries"
"713",1,0,1,"young people","high","no job","traditional industries"
"714",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"715",1,0,0,"prime of life","medium","no job","traditional industries"
"716",1,0,0,"old age","medium","in work","traditional industries"
"717",1,0,0,"young people","medium","in work","Non-traditional industries"
"718",1,0,0,"middle age","medium","in work","traditional industries"
"719",1,0,0,"young people","high","in work","traditional industries"
"720",1,0,1,"young people","medium","in work","traditional industries"
"721",1,0,1,"young people","ordinary","no job","traditional industries"
"722",1,0,0,"prime of life","ordinary","no job","traditional industries"
"723",1,0,1,"old age","medium","retired","traditional industries"
"724",1,0,1,"middle age","medium","in work","traditional industries"
"725",1,0,0,"middle age","medium","no job","traditional industries"
"726",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"727",1,0,1,"prime of life","ordinary","in work","traditional industries"
"728",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"729",1,0,1,"old age","high","retired","traditional industries"
"730",1,0,1,"middle age","medium","in work","traditional industries"
"731",1,0,1,"middle age","high","in work","Non-traditional industries"
"732",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"733",1,0,1,"old age","medium","retired","Non-traditional industries"
"734",1,0,1,"prime of life","high","no job","traditional industries"
"735",1,0,0,"young people","ordinary","in work","traditional industries"
"736",1,0,1,"prime of life","medium","no job","traditional industries"
"737",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"738",1,0,1,"prime of life","medium","in work","traditional industries"
"739",1,0,0,"young people","medium","no job","traditional industries"
"740",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"741",1,0,1,"middle age","medium","in work","Non-traditional industries"
"742",1,0,1,"middle age","ordinary","in work","traditional industries"
"743",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"744",1,0,0,"young people","ordinary","no job","traditional industries"
"745",1,0,0,"prime of life","medium","in work","traditional industries"
"746",1,0,1,"middle age","medium","in work","traditional industries"
"747",1,0,1,"middle age","ordinary","no job","traditional industries"
"748",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"749",1,0,1,"old age","medium","retired","Non-traditional industries"
"750",1,0,1,"middle age","medium","in work","traditional industries"
"751",1,0,1,"prime of life","high","in work","traditional industries"
"752",1,0,0,"middle age","medium","in work","traditional industries"
"753",1,0,0,"prime of life","medium","in work","traditional industries"
"754",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"755",1,0,0,"middle age","high","no job","traditional industries"
"756",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"757",1,0,1,"middle age","high","in work","traditional industries"
"758",1,0,0,"prime of life","medium","in work","traditional industries"
"759",1,0,0,"middle age","medium","no job","Non-traditional industries"
"760",1,0,0,"prime of life","medium","in work","traditional industries"
"761",1,0,1,"middle age","medium","in work","traditional industries"
"762",1,0,0,"middle age","medium","in work","traditional industries"
"763",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"764",1,0,1,"middle age","medium","in work","traditional industries"
"765",1,0,0,"middle age","medium","no job","traditional industries"
"766",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"767",1,0,0,"prime of life","medium","in work","traditional industries"
"768",1,0,0,"prime of life","medium","in work","traditional industries"
"769",1,0,0,"young people","medium","in work","Non-traditional industries"
"770",1,0,0,"prime of life","high","in work","traditional industries"
"771",1,0,1,"young people","high","no job","traditional industries"
"772",1,0,1,"middle age","high","in work","traditional industries"
"773",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"774",1,0,1,"prime of life","high","in work","traditional industries"
"775",1,0,1,"old age","high","retired","traditional industries"
"776",1,0,1,"prime of life","medium","in work","traditional industries"
"777",1,0,1,"prime of life","medium","in work","traditional industries"
"778",1,0,1,"prime of life","medium","in work","traditional industries"
"779",1,0,1,"middle age","medium","in work","Non-traditional industries"
"780",1,0,1,"old age","medium","in work","traditional industries"
"781",1,0,0,"prime of life","medium","in work","traditional industries"
"782",1,0,1,"middle age","medium","in work","traditional industries"
"783",1,0,0,"middle age","medium","in work","traditional industries"
"784",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"785",1,0,1,"prime of life","medium","no job","traditional industries"
"786",1,0,0,"middle age","high","in work","traditional industries"
"787",1,0,1,"prime of life","medium","in work","traditional industries"
"788",1,0,1,"old age","medium","retired","traditional industries"
"789",1,0,0,"middle age","medium","retired","traditional industries"
"790",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"791",1,0,1,"prime of life","high","in work","traditional industries"
"792",1,0,0,"prime of life","medium","in work","traditional industries"
"793",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"794",1,0,0,"middle age","medium","no job","Non-traditional industries"
"795",1,0,0,"middle age","medium","no job","Non-traditional industries"
"796",1,0,1,"old age","medium","no job","traditional industries"
"797",1,0,1,"prime of life","medium","in work","traditional industries"
"798",1,0,1,"prime of life","medium","in work","traditional industries"
"799",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"800",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"801",1,0,0,"middle age","high","in work","traditional industries"
"802",1,0,1,"middle age","medium","in work","traditional industries"
"803",1,0,1,"middle age","high","in work","traditional industries"
"804",1,0,0,"middle age","high","in work","traditional industries"
"805",1,0,1,"middle age","medium","in work","traditional industries"
"806",1,0,1,"prime of life","ordinary","in work","Non-traditional industries"
"807",1,0,0,"middle age","medium","in work","traditional industries"
"808",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"809",1,0,1,"prime of life","medium","in work","traditional industries"
"810",1,0,1,"middle age","high","in work","traditional industries"
"811",1,0,0,"old age","ordinary","retired","traditional industries"
"812",1,0,0,"middle age","medium","in work","traditional industries"
"813",1,0,0,"old age","medium","retired","traditional industries"
"814",1,0,1,"middle age","high","in work","traditional industries"
"815",1,0,0,"middle age","medium","in work","traditional industries"
"816",1,0,1,"middle age","medium","in work","traditional industries"
"817",1,0,0,"middle age","medium","in work","Non-traditional industries"
"818",1,0,1,"old age","high","retired","traditional industries"
"819",1,0,1,"young people","high","no job","traditional industries"
"820",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"821",1,0,1,"prime of life","medium","in work","traditional industries"
"822",1,0,1,"old age","medium","retired","traditional industries"
"823",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"824",1,0,1,"old age","high","in work","Non-traditional industries"
"825",1,0,0,"middle age","high","in work","traditional industries"
"826",1,0,1,"middle age","medium","in work","Non-traditional industries"
"827",1,0,1,"prime of life","high","in work","Non-traditional industries"
"828",1,0,1,"young people","high","no job","traditional industries"
"829",1,0,0,"middle age","ordinary","in work","traditional industries"
"830",1,0,0,"prime of life","medium","no job","traditional industries"
"831",1,0,0,"prime of life","ordinary","in work","traditional industries"
"832",1,0,0,"middle age","medium","no job","traditional industries"
"833",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"834",1,0,1,"young people","ordinary","no job","traditional industries"
"835",1,0,1,"prime of life","medium","in work","traditional industries"
"836",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"837",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"838",1,0,0,"middle age","medium","in work","traditional industries"
"839",1,0,0,"middle age","high","in work","traditional industries"
"840",1,0,0,"prime of life","medium","no job","traditional industries"
"841",1,0,1,"prime of life","medium","in work","traditional industries"
"842",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"843",1,0,1,"old age","high","retired","traditional industries"
"844",1,0,1,"middle age","high","in work","traditional industries"
"845",1,0,1,"middle age","high","in work","traditional industries"
"846",1,0,0,"prime of life","high","in work","traditional industries"
"847",1,0,1,"middle age","medium","in work","Non-traditional industries"
"848",1,0,1,"young people","medium","no job","Non-traditional industries"
"849",1,0,0,"young people","medium","no job","traditional industries"
"850",1,0,1,"middle age","high","retired","traditional industries"
"851",1,0,1,"middle age","medium","retired","traditional industries"
"852",1,0,1,"old age","medium","in work","traditional industries"
"853",1,0,1,"young people","ordinary","no job","Non-traditional industries"
"854",1,0,1,"young people","medium","in work","Non-traditional industries"
"855",1,0,0,"middle age","medium","in work","traditional industries"
"856",1,0,0,"prime of life","high","in work","traditional industries"
"857",1,0,0,"old age","high","retired","traditional industries"
"858",1,0,0,"prime of life","medium","in work","traditional industries"
"859",1,0,0,"middle age","high","in work","traditional industries"
"860",1,0,1,"middle age","medium","in work","traditional industries"
"861",1,0,1,"middle age","ordinary","in work","traditional industries"
"862",1,0,0,"prime of life","high","in work","traditional industries"
"863",1,0,0,"prime of life","medium","in work","traditional industries"
"864",1,0,0,"middle age","medium","in work","traditional industries"
"865",1,0,0,"prime of life","high","in work","traditional industries"
"866",1,0,0,"prime of life","medium","in work","traditional industries"
"867",1,0,1,"middle age","medium","retired","Non-traditional industries"
"868",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"869",1,0,1,"middle age","medium","in work","traditional industries"
"870",1,0,1,"old age","ordinary","retired","Non-traditional industries"
"871",1,0,0,"prime of life","medium","in work","traditional industries"
"872",1,0,1,"prime of life","medium","in work","traditional industries"
"873",1,0,1,"old age","high","retired","traditional industries"
"874",1,0,1,"prime of life","medium","no job","traditional industries"
"875",1,1,1,"prime of life","high","in work","traditional industries"
"876",1,0,0,"prime of life","medium","in work","traditional industries"
"877",1,0,1,"middle age","medium","in work","traditional industries"
"878",1,0,0,"middle age","ordinary","in work","traditional industries"
"879",1,0,0,"old age","medium","in work","traditional industries"
"880",1,0,0,"middle age","medium","in work","traditional industries"
"881",1,1,1,"young people","ordinary","no job","traditional industries"
"882",1,0,1,"prime of life","medium","in work","traditional industries"
"883",1,0,0,"middle age","medium","retired","traditional industries"
"884",1,0,1,"middle age","ordinary","in work","traditional industries"
"885",1,0,1,"middle age","high","in work","Non-traditional industries"
"886",1,0,0,"middle age","medium","in work","Non-traditional industries"
"887",1,0,0,"middle age","medium","in work","traditional industries"
"888",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"889",1,0,0,"young people","high","no job","Non-traditional industries"
"890",1,0,0,"prime of life","medium","no job","traditional industries"
"891",1,0,1,"prime of life","medium","in work","traditional industries"
"892",1,0,0,"middle age","medium","in work","traditional industries"
"893",1,0,0,"middle age","high","in work","traditional industries"
"894",1,0,0,"young people","medium","in work","traditional industries"
"895",1,0,1,"old age","high","retired","traditional industries"
"896",1,0,1,"middle age","medium","in work","Non-traditional industries"
"897",1,0,1,"prime of life","medium","in work","traditional industries"
"898",1,0,0,"prime of life","high","in work","traditional industries"
"899",1,0,1,"prime of life","medium","no job","traditional industries"
"900",1,0,0,"prime of life","high","in work","traditional industries"
"901",1,0,0,"young people","medium","in work","Non-traditional industries"
"902",1,0,0,"prime of life","ordinary","in work","traditional industries"
"903",1,0,1,"prime of life","medium","in work","traditional industries"
"904",1,0,0,"prime of life","medium","in work","traditional industries"
"905",1,0,0,"prime of life","medium","in work","traditional industries"
"906",1,0,1,"prime of life","ordinary","no job","Non-traditional industries"
"907",1,0,1,"middle age","medium","in work","Non-traditional industries"
"908",1,0,0,"prime of life","medium","in work","traditional industries"
"909",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"910",1,0,1,"prime of life","medium","no job","traditional industries"
"911",1,0,1,"prime of life","medium","in work","traditional industries"
"912",1,0,1,"middle age","high","in work","Non-traditional industries"
"913",1,0,0,"middle age","medium","retired","traditional industries"
"914",1,0,1,"prime of life","medium","in work","traditional industries"
"915",1,0,1,"prime of life","medium","in work","traditional industries"
"916",1,0,0,"prime of life","ordinary","in work","Non-traditional industries"
"917",1,0,0,"middle age","high","no job","traditional industries"
"918",1,0,0,"middle age","medium","in work","Non-traditional industries"
"919",1,0,1,"young people","medium","no job","Non-traditional industries"
"920",1,0,1,"old age","medium","retired","traditional industries"
"921",1,0,1,"prime of life","ordinary","in work","traditional industries"
"922",1,0,0,"prime of life","medium","no job","traditional industries"
"923",1,0,1,"young people","medium","in work","traditional industries"
"924",1,0,0,"prime of life","high","in work","Non-traditional industries"
"925",1,0,0,"prime of life","medium","in work","traditional industries"
"926",1,0,0,"middle age","ordinary","in work","Non-traditional industries"
"927",1,0,0,"middle age","medium","in work","traditional industries"
"928",1,0,0,"middle age","high","in work","Non-traditional industries"
"929",1,0,0,"middle age","medium","in work","traditional industries"
"930",1,0,0,"young people","high","no job","traditional industries"
"931",1,0,1,"prime of life","medium","in work","traditional industries"
"932",1,0,1,"prime of life","ordinary","in work","traditional industries"
"933",1,0,1,"middle age","high","in work","Non-traditional industries"
"934",1,0,1,"young people","ordinary","no job","traditional industries"
"935",1,0,0,"prime of life","medium","in work","traditional industries"
"936",1,0,0,"prime of life","medium","in work","Non-traditional industries"
"937",1,0,1,"prime of life","medium","in work","traditional industries"
"938",1,0,1,"prime of life","medium","in work","traditional industries"
"939",1,0,0,"prime of life","medium","in work","traditional industries"
"940",1,0,0,"young people","medium","in work","traditional industries"
"941",1,0,1,"old age","ordinary","retired","traditional industries"
"942",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"943",1,0,1,"prime of life","medium","in work","traditional industries"
"944",1,0,1,"middle age","high","in work","traditional industries"
"945",1,0,0,"middle age","medium","in work","traditional industries"
"946",1,0,1,"prime of life","medium","in work","traditional industries"
"947",1,0,0,"middle age","medium","in work","traditional industries"
"948",1,0,0,"middle age","medium","in work","traditional industries"
"949",1,0,0,"middle age","medium","in work","traditional industries"
"950",1,0,1,"prime of life","medium","in work","traditional industries"
"951",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"952",1,0,1,"prime of life","medium","in work","traditional industries"
"953",1,0,0,"prime of life","medium","no job","Non-traditional industries"
"954",1,0,0,"prime of life","medium","in work","traditional industries"
"955",1,0,1,"prime of life","medium","in work","traditional industries"
"956",1,0,1,"prime of life","medium","in work","traditional industries"
"957",1,0,1,"prime of life","ordinary","no job","traditional industries"
"958",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"959",1,0,0,"prime of life","medium","no job","traditional industries"
"960",1,0,0,"middle age","medium","no job","traditional industries"
"961",1,0,0,"young people","ordinary","no job","traditional industries"
"962",1,0,0,"young people","medium","in work","Non-traditional industries"
"963",1,0,1,"middle age","medium","in work","Non-traditional industries"
"964",1,0,1,"middle age","high","in work","traditional industries"
"965",1,0,1,"young people","ordinary","no job","traditional industries"
"966",1,0,0,"prime of life","medium","in work","traditional industries"
"967",1,0,1,"prime of life","medium","in work","traditional industries"
"968",1,0,1,"old age","medium","retired","Non-traditional industries"
"969",1,0,1,"middle age","medium","in work","Non-traditional industries"
"970",1,0,1,"prime of life","medium","no job","Non-traditional industries"
"971",1,0,1,"old age","ordinary","retired","traditional industries"
"972",1,0,0,"prime of life","high","in work","traditional industries"
"973",1,0,0,"young people","ordinary","no job","Non-traditional industries"
"974",1,0,1,"young people","ordinary","in work","Non-traditional industries"
"975",1,0,1,"prime of life","medium","in work","Non-traditional industries"
"976",1,0,0,"middle age","medium","in work","traditional industries"
"977",1,0,1,"young people","ordinary","no job","traditional industries"
"978",1,0,1,"middle age","medium","in work","traditional industries"
